YEAR,MO,DY,WS10M_MAX,WS10M_MIN,WD10M
1991,5,6,9.38,0.79,268.62
1991,5,7,5.66,2.09,203.56
1991,5,8,6.48,0.56,225.31
1991,5,9,10.92,7.54,270.31
1991,5,10,9.09,0.54,287.25
1991,5,11,2.95,1.57,209.94
1991,5,12,7.82,2.54,60.31
1991,5,13,5.18,2.23,180.56
1991,5,14,5.04,0.56,261.62
1991,5,15,3.58,0.79,110.62
1991,5,16,5.99,0.94,104.62
1991,5,17,7.09,3.34,74.62
1991,5,18,7.54,2.12,65.0
1991,5,19,6.56,2.97,77.25
1991,5,20,8.41,4.32,75.56
1991,5,21,8.35,4.5,58.44
1991,5,22,8.15,3.54,64.75
1991,5,23,5.14,2.27,70.0
1991,5,24,8.28,1.66,95.5
1991,5,25,7.14,3.7,57.25
1991,5,26,8.05,5.23,52.06
1991,5,27,8.25,5.67,61.25
1991,5,28,6.95,1.74,61.38
1991,5,29,6.77,1.11,61.94
1991,5,30,4.14,2.07,255.0
1991,5,31,6.0,1.3,251.06
1991,6,1,3.32,1.64,270.19
1991,6,2,3.95,2.23,271.0
1991,6,3,4.17,2.29,289.0
1991,6,4,4.02,0.23,256.0
1991,6,5,4.3,0.55,243.88
1991,6,6,6.34,2.52,251.69
1991,6,7,10.3,3.61,245.44
1991,6,8,10.27,0.97,235.69
1991,6,9,6.38,0.87,70.38
1991,6,10,5.61,0.85,54.25
1991,6,11,7.53,3.96,60.88
1991,6,12,8.98,5.27,65.75
1991,6,13,8.18,4.14,68.56
1991,6,14,8.88,1.99,72.25
1991,6,15,3.09,0.95,155.0
1991,6,16,5.91,0.32,197.88
1991,6,17,7.53,1.34,154.06
1991,6,18,10.88,5.56,65.75
1991,6,19,8.3,5.45,63.5
1991,6,20,4.89,2.09,69.0
1991,6,21,8.54,3.41,73.19
1991,6,22,6.9,4.25,54.88
1991,6,23,6.06,3.6,45.88
1991,6,24,7.11,3.44,56.5
1991,6,25,7.48,2.67,68.94
1991,6,26,4.18,0.87,69.88
1991,6,27,6.75,0.51,174.62
1991,6,28,9.8,6.5,59.62
1991,6,29,9.25,7.23,65.25
1991,6,30,8.84,5.64,66.12
1991,7,1,7.45,4.2,60.5
1991,7,2,6.5,1.34,70.94
1991,7,3,6.9,2.73,67.44
1991,7,4,5.3,1.45,131.75
1991,7,5,6.12,0.24,201.25
1991,7,6,5.74,2.65,270.44
1991,7,7,5.16,2.36,120.38
1991,7,8,7.07,1.62,54.5
1991,7,9,7.93,3.12,56.69
1991,7,10,8.1,5.16,59.94
1991,7,11,8.97,4.3,58.19
1991,7,12,6.91,3.99,60.06
1991,7,13,5.62,1.76,62.5
1991,7,14,4.23,0.31,119.81
1991,7,15,7.59,3.68,73.25
1991,7,16,6.84,2.2,82.25
1991,7,17,2.92,0.2,134.19
1991,7,18,5.73,1.75,70.25
1991,7,19,6.93,1.86,65.88
1991,7,20,5.96,0.7,47.62
1991,7,21,5.51,0.8,159.62
1991,7,22,4.83,0.03,131.62
1991,7,23,5.41,1.23,275.12
1991,7,24,4.54,0.48,109.88
1991,7,25,4.21,1.63,47.0
1991,7,26,7.84,4.42,63.81
1991,7,27,9.34,5.77,74.12
1991,7,28,5.49,0.82,81.19
1991,7,29,6.47,0.45,245.44
1991,7,30,8.16,3.58,245.88
1991,7,31,6.11,1.38,286.56
1991,8,1,4.39,0.3,105.81
1991,8,2,7.29,3.01,72.38
1991,8,3,5.96,3.01,75.38
1991,8,4,7.34,3.01,77.19
1991,8,5,8.59,5.02,78.62
1991,8,6,6.96,3.55,80.62
1991,8,7,6.81,1.65,84.62
1991,8,8,6.95,0.43,235.31
1991,8,9,7.88,4.62,45.38
1991,8,10,6.52,2.4,51.88
1991,8,11,7.96,1.62,87.69
1991,8,12,6.97,1.27,262.75
1991,8,13,4.85,1.76,213.12
1991,8,14,5.98,1.03,82.56
1991,8,15,6.66,2.51,82.31
1991,8,16,6.95,2.02,70.75
1991,8,17,7.95,3.91,68.12
1991,8,18,8.13,4.07,67.81
1991,8,19,5.84,3.11,61.38
1991,8,20,5.16,3.14,69.44
1991,8,21,3.79,1.76,60.12
1991,8,22,4.18,0.2,235.56
1991,8,23,4.26,0.85,114.94
1991,8,24,4.4,0.65,168.81
1991,8,25,3.43,1.2,124.81
1991,8,26,4.66,0.78,93.75
1991,8,27,4.56,0.88,174.12
1991,8,28,2.19,0.08,147.38
1991,8,29,3.68,0.86,177.56
1991,8,30,4.03,2.01,190.44
1991,8,31,6.42,0.77,223.56
1991,9,1,5.16,2.16,212.69
1991,9,2,7.69,2.37,56.5
1991,9,3,7.7,6.64,74.69
1991,9,4,9.2,4.81,79.12
1991,9,5,8.84,4.88,71.44
1991,9,6,5.36,1.39,97.75
1991,9,7,4.26,1.2,152.94
1991,9,8,3.82,1.63,190.56
1991,9,9,6.45,2.95,93.88
1991,9,10,7.93,3.27,84.94
1991,9,11,5.32,1.23,178.69
1991,9,12,6.38,2.13,276.25
1991,9,13,6.09,3.01,188.19
1991,9,14,8.48,6.09,64.94
1991,9,15,7.88,4.53,66.12
1991,9,16,4.91,2.13,62.81
1991,9,17,4.68,1.42,45.44
1991,9,18,4.84,0.69,80.12
1991,9,19,8.03,3.65,92.44
1991,9,20,6.61,1.87,78.81
1991,9,21,4.87,1.02,186.81
1991,9,22,3.55,0.8,264.94
1991,9,23,4.07,0.43,245.31
1991,9,24,5.34,0.2,107.31
1991,9,25,7.69,0.61,231.94
1991,9,26,8.58,2.76,271.12
1991,9,27,4.12,1.26,193.25
1991,9,28,10.09,0.34,252.69
1991,9,29,10.15,3.46,259.56
1991,9,30,7.9,4.41,266.62
1991,10,1,6.41,2.13,298.56
1991,10,2,9.21,1.49,83.38
1991,10,3,10.83,8.17,65.75
1991,10,4,8.5,3.67,93.31
1991,10,5,5.77,3.14,240.44
1991,10,6,8.27,4.23,140.88
1991,10,7,5.56,1.09,86.44
1991,10,8,3.91,0.47,226.69
1991,10,9,5.48,0.65,123.06
1991,10,10,10.55,0.62,214.5
1991,10,11,10.51,5.29,253.38
1991,10,12,12.82,6.16,257.19
1991,10,13,9.31,4.84,246.69
1991,10,14,8.17,5.44,256.62
1991,10,15,6.27,1.7,254.88
1991,10,16,6.86,1.19,79.56
1991,10,17,5.21,3.27,46.69
1991,10,18,4.73,1.48,102.88
1991,10,19,8.12,1.62,260.31
1991,10,20,9.34,1.12,69.62
1991,10,21,3.79,1.02,243.81
1991,10,22,8.91,3.95,60.56
1991,10,23,7.59,0.62,131.5
1991,10,24,6.5,2.5,149.94
1991,10,25,7.99,0.27,142.44
1991,10,26,7.9,2.84,249.88
1991,10,27,7.61,2.98,265.31
1991,10,28,6.52,4.45,269.19
1991,10,29,5.99,1.99,268.25
1991,10,30,2.93,0.2,122.31
1991,10,31,4.21,0.73,205.25
1991,11,1,5.16,1.25,70.19
1991,11,2,4.67,0.7,88.0
1991,11,3,5.99,3.34,234.31
1991,11,4,9.55,5.14,238.88
1991,11,5,7.88,3.95,329.88
1991,11,6,8.3,5.25,235.25
1991,11,7,4.86,2.38,24.94
1991,11,8,4.2,1.36,95.0
1991,11,9,4.64,2.76,54.81
1991,11,10,6.98,3.0,49.88
1991,11,11,7.09,4.22,82.19
1991,11,12,4.09,1.45,146.31
1991,11,13,6.84,3.31,231.06
1991,11,14,8.64,4.94,272.31
1991,11,15,12.3,6.62,248.12
1991,11,16,11.6,6.25,270.31
1991,11,17,7.36,4.13,289.88
1991,11,18,6.89,4.6,246.06
1991,11,19,9.78,6.33,247.38
1991,11,20,10.11,7.17,272.94
1991,11,21,8.45,3.76,280.62
1991,11,22,3.73,1.84,296.0
1991,11,23,8.07,2.05,302.88
1991,11,24,11.78,7.24,262.75
1991,11,25,7.82,0.8,234.81
1991,11,26,5.79,0.24,150.25
1991,11,27,5.47,0.49,128.0
1991,11,28,5.05,1.02,142.44
1991,11,29,6.02,0.47,157.69
1991,11,30,8.43,3.65,248.0
1991,12,1,8.55,3.41,242.44
1991,12,2,6.13,2.92,251.81
1991,12,3,2.38,0.25,194.19
1991,12,4,6.87,2.1,79.94
1991,12,5,6.57,3.2,74.81
1991,12,6,5.7,1.39,46.44
1991,12,7,9.31,5.71,80.38
1991,12,8,7.57,0.38,152.06
1991,12,9,7.8,1.6,87.44
1991,12,10,8.52,3.33,83.25
1991,12,11,6.21,2.41,121.88
1991,12,12,7.29,4.08,118.25
1991,12,13,6.8,4.7,112.5
1991,12,14,5.72,1.3,147.25
1991,12,15,4.94,0.25,94.62
1991,12,16,3.41,0.99,30.62
1991,12,17,3.29,1.35,85.75
1991,12,18,5.86,1.3,258.88
1991,12,19,8.38,5.8,257.44
1991,12,20,9.63,7.25,293.31
1991,12,21,8.46,5.9,302.31
1991,12,22,9.43,6.08,271.19
1991,12,23,6.35,0.56,198.19
1991,12,24,4.42,1.34,180.44
1991,12,25,7.63,4.65,22.38
1991,12,26,4.99,1.59,51.38
1991,12,27,5.93,1.76,280.62
1991,12,28,3.73,0.45,147.0
1991,12,29,4.66,2.73,47.06
1991,12,30,6.04,3.53,97.44
1991,12,31,4.51,2.21,81.94
1992,1,1,7.56,4.39,75.38
1992,1,2,5.29,1.45,127.56
1992,1,3,6.19,0.98,200.75
1992,1,4,4.46,0.45,148.75
1992,1,5,5.91,3.29,91.88
1992,1,6,4.38,2.48,93.44
1992,1,7,6.91,0.64,144.44
1992,1,8,7.83,0.97,177.44
1992,1,9,8.4,4.76,217.81
1992,1,10,5.98,0.98,272.62
1992,1,11,2.17,0.59,164.5
1992,1,12,3.25,1.38,195.62
1992,1,13,8.02,2.7,88.31
1992,1,14,6.16,5.12,60.56
1992,1,15,5.07,3.19,57.06
1992,1,16,4.16,1.5,75.0
1992,1,17,3.59,0.73,43.56
1992,1,18,3.6,1.18,86.94
1992,1,19,3.11,1.52,191.88
1992,1,20,6.37,0.63,257.0
1992,1,21,4.12,0.25,147.06
1992,1,22,6.55,1.56,242.25
1992,1,23,8.55,2.09,196.25
1992,1,24,9.88,5.12,261.75
1992,1,25,15.95,6.05,256.81
1992,1,26,14.77,5.73,18.06
1992,1,27,8.75,3.4,29.12
1992,1,28,10.17,8.35,65.75
1992,1,29,7.88,6.09,70.75
1992,1,30,6.78,4.38,66.12
1992,1,31,5.45,2.7,77.12
1992,2,1,3.93,2.49,69.94
1992,2,2,5.04,2.65,57.06
1992,2,3,3.73,1.45,91.69
1992,2,4,3.18,1.15,250.94
1992,2,5,4.28,0.39,140.62
1992,2,6,4.17,1.86,121.19
1992,2,7,4.78,1.67,71.44
1992,2,8,3.55,1.95,56.38
1992,2,9,2.65,0.14,249.06
1992,2,10,2.52,0.58,97.75
1992,2,11,2.8,1.0,169.31
1992,2,12,5.23,1.75,227.81
1992,2,13,10.05,4.27,263.12
1992,2,14,7.12,0.26,273.94
1992,2,15,3.36,0.85,124.31
1992,2,16,3.41,0.34,231.69
1992,2,17,7.48,2.41,105.38
1992,2,18,9.34,6.28,80.44
1992,2,19,10.82,7.97,66.62
1992,2,20,8.29,0.89,87.88
1992,2,21,9.16,4.58,43.88
1992,2,22,6.8,4.47,55.44
1992,2,23,6.72,1.91,93.88
1992,2,24,6.73,0.2,190.5
1992,2,25,8.48,3.89,243.81
1992,2,26,4.05,1.46,212.19
1992,2,27,5.73,1.66,87.38
1992,2,28,6.16,2.69,68.81
1992,2,29,8.96,3.95,89.44
1992,3,1,6.2,2.47,157.5
1992,3,2,5.99,3.53,83.38
1992,3,3,7.41,3.54,54.69
1992,3,4,6.05,0.64,114.44
1992,3,5,6.34,0.7,294.25
1992,3,6,7.52,2.12,164.25
1992,3,7,6.92,2.92,17.62
1992,3,8,3.77,1.78,298.62
1992,3,9,7.3,2.1,124.56
1992,3,10,6.16,3.62,39.06
1992,3,11,4.59,2.66,48.56
1992,3,12,4.66,1.71,105.44
1992,3,13,3.07,1.09,203.62
1992,3,14,5.62,2.91,254.69
1992,3,15,3.9,1.95,271.81
1992,3,16,3.95,0.14,131.44
1992,3,17,6.62,2.95,94.19
1992,3,18,5.0,1.31,84.12
1992,3,19,5.7,2.62,79.25
1992,3,20,3.41,0.8,108.0
1992,3,21,3.66,0.77,97.31
1992,3,22,4.0,0.11,128.62
1992,3,23,7.2,1.79,250.94
1992,3,24,8.26,3.58,307.25
1992,3,25,5.63,1.18,130.38
1992,3,26,13.76,3.79,295.12
1992,3,27,13.5,8.84,295.12
1992,3,28,8.8,6.17,294.69
1992,3,29,9.47,7.5,256.19
1992,3,30,10.79,5.73,243.44
1992,3,31,12.41,6.52,235.88
1992,4,1,12.11,9.45,262.81
1992,4,2,11.77,2.21,249.19
1992,4,3,5.49,0.16,122.25
1992,4,4,8.92,0.66,260.81
1992,4,5,9.98,4.93,258.38
1992,4,6,5.61,2.98,294.19
1992,4,7,11.34,5.66,260.69
1992,4,8,10.83,3.59,282.06
1992,4,9,9.84,6.51,338.88
1992,4,10,8.0,4.0,305.19
1992,4,11,7.15,3.02,271.62
1992,4,12,5.02,1.47,203.75
1992,4,13,6.47,1.98,93.38
1992,4,14,6.02,1.48,85.5
1992,4,15,6.23,0.44,231.62
1992,4,16,8.31,1.46,222.38
1992,4,17,9.4,4.57,294.06
1992,4,18,8.15,4.05,284.25
1992,4,19,5.96,0.33,118.81
1992,4,20,6.69,1.45,105.88
1992,4,21,4.65,1.94,81.56
1992,4,22,4.37,2.47,80.12
1992,4,23,4.66,1.0,109.0
1992,4,24,4.83,0.9,129.88
1992,4,25,4.33,1.43,131.56
1992,4,26,3.14,0.52,257.25
1992,4,27,3.48,0.69,181.56
1992,4,28,2.37,0.71,112.56
1992,4,29,8.91,1.4,73.19
1992,4,30,4.8,0.56,179.81
1992,5,1,4.0,1.53,196.38
1992,5,2,6.84,1.38,135.44
1992,5,3,6.12,1.27,151.0
1992,5,4,9.91,4.36,47.75
1992,5,5,8.01,2.67,188.19
1992,5,6,5.51,1.91,166.69
1992,5,7,7.51,3.63,70.06
1992,5,8,4.77,1.73,58.44
1992,5,9,6.26,1.0,73.06
1992,5,10,2.55,0.64,162.12
1992,5,11,3.8,0.76,137.88
1992,5,12,6.16,2.32,65.56
1992,5,13,7.27,4.48,76.19
1992,5,14,4.46,1.42,71.19
1992,5,15,6.77,1.66,53.5
1992,5,16,5.18,2.54,45.25
1992,5,17,4.86,1.56,57.25
1992,5,18,2.72,0.37,255.38
1992,5,19,3.86,1.17,215.44
1992,5,20,5.86,0.72,62.69
1992,5,21,5.49,1.34,45.44
1992,5,22,5.29,1.23,135.75
1992,5,23,7.18,1.85,241.88
1992,5,24,10.35,4.15,245.81
1992,5,25,5.28,0.1,254.94
1992,5,26,5.71,1.03,103.75
1992,5,27,5.9,1.06,67.94
1992,5,28,5.46,0.82,187.0
1992,5,29,4.13,1.08,215.38
1992,5,30,5.66,0.5,219.62
1992,5,31,3.98,2.16,181.62
1992,6,1,7.68,3.12,259.5
1992,6,2,8.27,0.47,256.0
1992,6,3,7.8,1.62,264.69
1992,6,4,6.17,3.29,252.31
1992,6,5,4.42,2.79,185.12
1992,6,6,6.34,0.15,101.94
1992,6,7,6.43,0.88,267.44
1992,6,8,6.73,0.93,257.62
1992,6,9,6.87,1.32,225.19
1992,6,10,8.18,4.61,279.56
1992,6,11,8.13,2.76,271.62
1992,6,12,6.18,2.9,222.0
1992,6,13,9.48,0.53,120.0
1992,6,14,8.96,4.98,97.31
1992,6,15,8.78,1.4,267.19
1992,6,16,6.25,2.02,249.31
1992,6,17,5.08,3.41,293.31
1992,6,18,4.57,1.88,282.25
1992,6,19,4.54,1.45,260.5
1992,6,20,8.2,0.13,102.19
1992,6,21,9.91,5.05,81.88
1992,6,22,9.81,3.32,285.38
1992,6,23,6.98,1.92,248.88
1992,6,24,6.55,0.37,282.06
1992,6,25,4.23,0.3,127.69
1992,6,26,4.12,0.98,74.25
1992,6,27,5.8,1.36,76.44
1992,6,28,7.64,3.54,72.0
1992,6,29,7.43,3.16,66.0
1992,6,30,4.21,0.57,193.94
1992,7,1,5.2,1.93,291.25
1992,7,2,6.71,1.98,126.38
1992,7,3,7.54,2.91,77.19
1992,7,4,6.25,0.91,45.81
1992,7,5,5.23,3.2,36.62
1992,7,6,5.48,2.3,41.25
1992,7,7,8.45,3.73,55.38
1992,7,8,7.43,4.83,74.56
1992,7,9,6.4,4.69,64.56
1992,7,10,5.81,1.34,102.88
1992,7,11,6.38,1.82,48.81
1992,7,12,6.63,1.43,76.38
1992,7,13,8.99,3.39,65.75
1992,7,14,8.35,5.38,66.44
1992,7,15,7.53,4.04,67.44
1992,7,16,6.84,4.28,49.75
1992,7,17,5.37,1.18,89.81
1992,7,18,6.06,1.91,65.12
1992,7,19,7.26,0.6,66.38
1992,7,20,6.28,1.38,111.0
1992,7,21,5.52,0.41,285.19
1992,7,22,5.01,1.05,133.62
1992,7,23,5.51,2.66,59.19
1992,7,24,5.97,2.67,55.06
1992,7,25,6.72,3.9,58.44
1992,7,26,7.52,4.66,63.38
1992,7,27,6.06,2.77,46.69
1992,7,28,4.95,1.34,29.94
1992,7,29,7.34,2.41,81.44
1992,7,30,5.62,0.8,90.31
1992,7,31,6.44,0.86,101.44
1992,8,1,5.7,1.38,59.69
1992,8,2,6.61,2.25,76.75
1992,8,3,4.86,1.59,68.44
1992,8,4,7.27,2.01,58.12
1992,8,5,8.2,4.81,66.12
1992,8,6,7.9,3.32,67.19
1992,8,7,7.25,4.53,60.06
1992,8,8,6.5,0.67,79.44
1992,8,9,9.88,1.6,268.25
1992,8,10,6.48,0.9,131.88
1992,8,11,7.52,4.54,67.62
1992,8,12,7.19,4.56,65.31
1992,8,13,5.93,2.66,65.5
1992,8,14,4.73,0.73,68.38
1992,8,15,3.91,0.76,165.88
1992,8,16,7.27,3.19,76.25
1992,8,17,7.59,4.38,73.75
1992,8,18,5.96,3.93,67.19
1992,8,19,6.2,3.89,67.12
1992,8,20,3.59,0.84,216.19
1992,8,21,3.68,1.66,184.62
1992,8,22,3.99,0.55,103.25
1992,8,23,3.99,0.39,117.19
1992,8,24,6.7,0.64,67.81
1992,8,25,6.18,2.7,75.31
1992,8,26,4.08,1.0,207.31
1992,8,27,4.71,1.3,213.94
1992,8,28,3.27,1.79,186.94
1992,8,29,12.17,2.74,256.31
1992,8,30,5.6,0.77,239.56
1992,8,31,6.48,3.66,250.25
1992,9,1,8.61,0.49,105.88
1992,9,2,7.55,4.98,71.56
1992,9,3,6.22,3.17,70.69
1992,9,4,6.6,4.62,75.31
1992,9,5,10.07,5.34,73.38
1992,9,6,8.47,6.38,72.62
1992,9,7,7.02,3.73,85.56
1992,9,8,3.95,0.09,206.31
1992,9,9,4.41,0.17,203.56
1992,9,10,6.2,2.03,69.0
1992,9,11,6.74,0.45,164.5
1992,9,12,3.61,0.27,192.12
1992,9,13,5.82,1.61,70.56
1992,9,14,3.96,0.94,55.69
1992,9,15,7.07,2.97,62.94
1992,9,16,7.87,5.34,71.94
1992,9,17,5.76,4.26,76.31
1992,9,18,6.47,3.28,77.06
1992,9,19,5.07,2.62,73.94
1992,9,20,6.95,3.3,85.56
1992,9,21,4.33,0.62,191.19
1992,9,22,8.51,0.74,261.94
1992,9,23,5.29,0.23,101.62
1992,9,24,10.42,5.03,63.12
1992,9,25,8.0,1.15,111.31
1992,9,26,7.71,1.59,203.81
1992,9,27,9.0,5.21,269.81
1992,9,28,4.83,1.61,217.81
1992,9,29,5.8,1.51,65.44
1992,9,30,4.92,0.8,65.88
1992,10,1,7.21,3.68,74.0
1992,10,2,6.1,0.78,72.94
1992,10,3,8.92,1.38,275.69
1992,10,4,12.43,3.62,307.06
1992,10,5,10.86,7.92,269.5
1992,10,6,9.28,0.7,260.19
1992,10,7,8.44,0.71,96.81
1992,10,8,9.53,2.1,137.06
1992,10,9,5.48,2.74,295.31
1992,10,10,7.02,3.61,257.25
1992,10,11,8.35,6.32,244.81
1992,10,12,9.7,5.83,246.88
1992,10,13,9.55,5.61,252.69
1992,10,14,8.98,5.52,286.12
1992,10,15,5.52,1.01,207.44
1992,10,16,5.82,0.46,222.88
1992,10,17,13.02,5.68,251.62
1992,10,18,7.7,2.7,203.0
1992,10,19,6.82,2.14,213.81
1992,10,20,4.37,0.27,236.75
1992,10,21,9.06,3.39,268.0
1992,10,22,9.17,3.04,272.06
1992,10,23,9.53,6.88,268.38
1992,10,24,8.15,3.31,259.62
1992,10,25,4.33,1.03,170.38
1992,10,26,4.65,0.2,158.56
1992,10,27,4.99,0.77,255.44
1992,10,28,7.38,4.45,243.88
1992,10,29,8.23,5.08,246.75
1992,10,30,8.62,6.31,238.56
1992,10,31,9.8,6.77,247.88
1992,11,1,10.3,6.66,263.75
1992,11,2,12.23,7.4,304.56
1992,11,3,7.94,5.05,222.62
1992,11,4,4.83,2.64,209.31
1992,11,5,6.37,3.93,43.44
1992,11,6,7.97,4.65,59.75
1992,11,7,7.12,3.38,81.0
1992,11,8,3.52,2.22,87.0
1992,11,9,4.43,0.56,163.88
1992,11,10,5.43,0.44,240.06
1992,11,11,7.58,3.08,247.38
1992,11,12,8.83,3.17,199.81
1992,11,13,9.2,0.4,222.5
1992,11,14,7.62,0.22,245.38
1992,11,15,5.05,2.22,231.62
1992,11,16,9.56,3.11,264.56
1992,11,17,9.5,5.45,266.62
1992,11,18,8.93,5.1,304.44
1992,11,19,8.34,4.61,268.62
1992,11,20,6.16,3.53,254.12
1992,11,21,3.45,0.66,198.44
1992,11,22,3.38,1.35,184.81
1992,11,23,3.53,1.02,177.44
1992,11,24,4.52,0.44,217.0
1992,11,25,4.2,0.8,236.31
1992,11,26,4.52,0.28,230.62
1992,11,27,3.29,0.41,129.06
1992,11,28,3.18,1.01,193.06
1992,11,29,3.5,0.83,251.38
1992,11,30,4.37,1.52,236.44
1992,12,1,3.29,1.57,173.62
1992,12,2,5.8,2.81,229.31
1992,12,3,10.2,6.31,242.62
1992,12,4,12.66,6.3,236.12
1992,12,5,14.91,7.82,269.5
1992,12,6,8.92,7.1,271.56
1992,12,7,14.32,7.56,252.31
1992,12,8,13.25,11.43,300.69
1992,12,9,11.05,4.24,300.19
1992,12,10,5.47,1.55,134.69
1992,12,11,6.87,4.11,66.56
1992,12,12,6.16,3.46,65.56
1992,12,13,5.13,0.47,118.75
1992,12,14,5.17,0.25,158.06
1992,12,15,5.29,0.3,194.75
1992,12,16,9.47,2.0,220.31
1992,12,17,7.61,3.91,292.5
1992,12,18,5.22,0.9,235.19
1992,12,19,8.37,2.81,148.94
1992,12,20,7.91,1.44,176.25
1992,12,21,7.96,0.45,204.5
1992,12,22,6.34,0.77,170.94
1992,12,23,6.03,0.64,136.94
1992,12,24,6.59,1.42,180.56
1992,12,25,6.98,3.67,146.31
1992,12,26,5.23,1.89,82.31
1992,12,27,8.57,1.91,54.19
1992,12,28,10.09,6.35,44.62
1992,12,29,8.77,4.5,50.5
1992,12,30,7.52,4.8,305.5
1992,12,31,5.53,3.32,321.12
1993,1,1,3.16,0.47,235.12
1993,1,2,3.13,0.12,272.81
1993,1,3,7.7,3.8,254.38
1993,1,4,6.88,5.11,123.19
1993,1,5,6.82,4.74,24.56
1993,1,6,4.79,0.94,69.5
1993,1,7,3.82,1.01,227.12
1993,1,8,5.05,2.97,247.38
1993,1,9,4.24,1.0,234.44
1993,1,10,3.47,0.32,224.12
1993,1,11,5.24,2.04,248.44
1993,1,12,7.58,4.01,251.31
1993,1,13,4.54,2.15,187.0
1993,1,14,4.82,0.68,158.31
1993,1,15,6.04,3.27,92.0
1993,1,16,5.44,3.77,92.81
1993,1,17,5.53,0.51,207.88
1993,1,18,4.53,1.42,162.62
1993,1,19,3.52,1.27,141.75
1993,1,20,5.12,1.72,96.31
1993,1,21,5.67,2.82,82.19
1993,1,22,3.97,1.82,84.56
1993,1,23,4.08,0.94,81.88
1993,1,24,3.47,0.59,98.88
1993,1,25,4.31,0.88,277.0
1993,1,26,6.05,2.84,163.38
1993,1,27,4.88,1.24,215.75
1993,1,28,4.11,0.95,221.25
1993,1,29,6.67,1.72,166.69
1993,1,30,7.37,1.01,137.19
1993,1,31,5.84,2.05,123.0
1993,2,1,6.4,2.62,92.75
1993,2,2,10.2,1.94,70.75
1993,2,3,7.7,3.43,88.75
1993,2,4,6.75,3.16,123.38
1993,2,5,7.01,1.7,154.31
1993,2,6,7.12,3.88,80.56
1993,2,7,6.27,1.87,98.25
1993,2,8,6.19,4.34,266.69
1993,2,9,4.56,1.48,220.62
1993,2,10,6.84,3.27,98.5
1993,2,11,5.98,3.72,77.94
1993,2,12,4.47,0.24,95.0
1993,2,13,5.34,1.91,104.5
1993,2,14,5.58,2.7,119.94
1993,2,15,6.65,1.28,86.12
1993,2,16,4.3,1.41,225.5
1993,2,17,7.16,2.66,71.12
1993,2,18,5.16,2.13,252.31
1993,2,19,3.38,1.17,270.31
1993,2,20,6.05,0.65,48.81
1993,2,21,6.75,0.09,210.81
1993,2,22,8.56,3.59,74.62
1993,2,23,8.98,6.57,53.19
1993,2,24,7.84,4.13,31.31
1993,2,25,4.06,1.71,248.06
1993,2,26,6.93,4.48,252.0
1993,2,27,6.84,0.85,153.44
1993,2,28,7.81,4.28,65.38
1993,3,1,12.31,6.35,266.88
1993,3,2,12.48,9.12,247.19
1993,3,3,10.73,4.95,264.0
1993,3,4,4.81,1.27,169.19
1993,3,5,6.59,3.0,37.94
1993,3,6,3.99,1.12,55.56
1993,3,7,3.32,0.33,236.62
1993,3,8,6.3,3.16,263.62
1993,3,9,6.83,4.14,225.94
1993,3,10,8.65,4.48,73.44
1993,3,11,7.41,2.16,102.5
1993,3,12,3.54,0.88,165.81
1993,3,13,6.21,0.53,125.0
1993,3,14,6.95,0.12,177.69
1993,3,15,6.64,0.85,118.12
1993,3,16,6.46,1.26,85.62
1993,3,17,5.88,2.62,73.81
1993,3,18,7.14,2.54,101.12
1993,3,19,3.66,0.14,201.44
1993,3,20,3.63,1.82,216.12
1993,3,21,3.16,0.56,178.75
1993,3,22,5.12,0.31,234.25
1993,3,23,5.92,0.45,98.5
1993,3,24,6.77,0.41,88.81
1993,3,25,10.32,3.34,34.5
1993,3,26,10.0,5.39,263.25
1993,3,27,6.59,3.93,149.75
1993,3,28,4.67,0.66,221.62
1993,3,29,7.03,0.79,154.62
1993,3,30,6.97,4.5,83.19
1993,3,31,6.29,2.4,91.25
1993,4,1,7.52,2.34,242.44
1993,4,2,8.36,4.2,274.44
1993,4,3,6.37,1.73,261.44
1993,4,4,6.6,0.9,252.25
1993,4,5,3.14,0.48,90.44
1993,4,6,2.93,1.34,201.81
1993,4,7,3.31,1.02,173.69
1993,4,8,2.77,0.45,124.38
1993,4,9,3.94,0.53,227.31
1993,4,10,6.89,2.04,249.5
1993,4,11,7.55,4.58,261.19
1993,4,12,8.22,5.36,251.62
1993,4,13,7.98,1.34,266.19
1993,4,14,7.28,2.44,262.69
1993,4,15,13.36,4.12,256.25
1993,4,16,7.72,2.78,199.38
1993,4,17,3.3,1.86,139.38
1993,4,18,8.6,2.57,104.94
1993,4,19,6.8,2.37,91.62
1993,4,20,8.47,0.74,131.12
1993,4,21,9.42,0.08,204.56
1993,4,22,8.45,2.57,256.81
1993,4,23,7.56,1.6,124.38
1993,4,24,10.8,4.06,227.69
1993,4,25,9.47,4.89,232.25
1993,4,26,7.41,1.69,235.69
1993,4,27,4.85,1.45,271.38
1993,4,28,7.6,0.98,235.75
1993,4,29,5.6,0.83,167.69
1993,4,30,6.12,2.91,245.0
1993,5,1,7.55,4.35,258.62
1993,5,2,4.83,3.38,214.19
1993,5,3,10.26,3.74,87.44
1993,5,4,9.3,5.56,79.19
1993,5,5,7.23,3.57,84.44
1993,5,6,7.81,4.32,256.31
1993,5,7,5.78,1.69,210.25
1993,5,8,6.92,1.37,98.75
1993,5,9,5.9,1.08,84.19
